language	gold_label	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	promptID	pairID	genre	label1	label2	label3	label4	label5	sentence1_tokenized	sentence2_tokenized	match
es	contradiction					Greenpeace presented last Tuesday at a press conference the report Destruction at all costs 2007 in which it denounces that the coastal municipalities plan three million homes.	Greenpeace is in favour of housing construction on the coast.	102	306	newspaper	contradiction	-	-	-	-			
es	contradiction					They assume that this is the largest meteorite that has ever crossed the Peninsula.	The meteorite that crossed the earth was small.	103	307	newspaper	contradiction	-	-	-	-			
es	entailment					They assume that this is the largest meteorite that has ever crossed the Peninsula.	It appears to be the largest meteorite to cross the Peninsula.	103	308	newspaper	entailment	-	-	-	-			
es	neutral					They assume that this is the largest meteorite that has ever crossed the Peninsula.	The meteorite was controlled from NASA, so that it did not collide with the earth.	103	309	newspaper	neutral	-	-	-	-			
es	contradiction					From 20 to 175 euros.	The range includes thousands of euros	104	310	newspaper	contradiction	-	-	-	-			
es	neutral					From 20 to 175 euros.	That's what I can afford	104	311	newspaper	neutral	-	-	-	-			
es	entailment					From 20 to 175 euros.	It is a range of 155 euros	104	312	newspaper	entailment	-	-	-	-			
es	contradiction					Villar that you had to have said before the start of the Eurocup.	There is no data that Villar saved at the start of the Eurocup.	105	313	newspaper	contradiction	-	-	-	-			
es	neutral					Villar that you had to have said before the start of the Eurocup.	Eurocup is being a lot of fun to watch.	105	314	newspaper	neutral	-	-	-	-			
es	entailment					Villar that you had to have said before the start of the Eurocup.	Villar has reported later than he should.	105	315	newspaper	entailment	-	-	-	-			
es	contradiction					Despite partially considering the appeal of the professional associations and rejecting that of unconstitutionality of the union, the Chamber of the Supreme Court annulled in its ruling the decree of the Single Health Area.	The Chamber of the TSJM gives way to the decree of the Single Health Area	106	316	newspaper	contradiction	-	-	-	-			
es	neutral					Despite partially considering the appeal of the professional associations and rejecting that of unconstitutionality of the union, the Chamber of the Supreme Court annulled in its ruling the decree of the Single Health Area.	The TSJM room is chaired by a woman	106	317	newspaper	neutral	-	-	-	-			
es	entailment					Despite partially considering the appeal of the professional associations and rejecting that of unconstitutionality of the union, the Chamber of the Supreme Court annulled in its ruling the decree of the Single Health Area.	The decree of the Single Health Area will not go ahead	106	318	newspaper	entailment	-	-	-	-			
es	contradiction					National politics itself uses permissive laws and an increasingly immature and undisciplined police force.	The police are very disciplined.	107	319	newspaper	contradiction	-	-	-	-			
es	neutral					National politics itself uses permissive laws and an increasingly immature and undisciplined police force.	The salary of the police has fallen considerably in recent years.	107	320	newspaper	neutral	-	-	-	-			
es	entailment					National politics itself uses permissive laws and an increasingly immature and undisciplined police force.	The police used to be more mature and disciplined.	107	321	newspaper	entailment	-	-	-	-			
es	contradiction					Well, Mr Ratzinger is going to be upset when he sees the result of the survey on euthanasia, which you can see on the cover hehehe More than 80% support it, if Spain exceeds the amount of the church, it's about time.	Only 20% of Spaniards who have participated in the survey on euthanasia are in favour.	108	322	newspaper	contradiction	-	-	-	-			
es	neutral					Well, Mr Ratzinger is going to be upset when he sees the result of the survey on euthanasia, which you can see on the cover hehehe More than 80% support it, if Spain exceeds the amount of the church, it's about time.	Most of the Spaniards who have participated in the survey on euthanasia are atheists.	108	323	newspaper	neutral	-	-	-	-			
es	entailment					Well, Mr Ratzinger is going to be upset when he sees the result of the survey on euthanasia, which you can see on the cover hehehe More than 80% support it, if Spain exceeds the amount of the church, it's about time.	Most of the Spaniards who participated in the survey are in favour of euthanasia.	108	324	newspaper	entailment	-	-	-	-			
es	contradiction					This is a figure repeated in neo-pagan, wicca, new age and radical feminist literature, although other websites and texts of current witchcraft speak of 9 million.	The figure shuffled on websites and texts about witchcraft is 18 million	109	325	newspaper	contradiction	-	-	-	-			
es	entailment					This is a figure repeated in neo-pagan, wicca, new age and radical feminist literature, although other websites and texts of current witchcraft speak of 9 million.	There are websites about witchcraft today	109	326	newspaper	entailment	-	-	-	-			
es	neutral					This is a figure repeated in neo-pagan, wicca, new age and radical feminist literature, although other websites and texts of current witchcraft speak of 9 million.	The websites about witchcraft are mostly in English	109	327	newspaper	neutral	-	-	-	-			
es	contradiction					Condoleeza Rice and Mahmud Abbas, yesterday in the West Bank.	Condoleeza Rice and Mahmud Abbas have never been to the West Bank.	110	328	newspaper	contradiction	-	-	-	-			
es	entailment					Condoleeza Rice and Mahmud Abbas, yesterday in the West Bank.	Presence of Condoleeza Rice and Mahmud Abás yesterday in Palestine.	110	329	newspaper	entailment	-	-	-	-			
es	neutral					Condoleeza Rice and Mahmud Abbas, yesterday in the West Bank.	Condoleeza Rice and Mahmud Abás often visit the West Bank.	110	330	newspaper	neutral	-	-	-	-			
es	entailment					The PSPV is entering a dangerous game for them.	The danger of the PSPV is greater than before.	111	331	newspaper	entailment	-	-	-	-			
es	contradiction					The PSPV is entering a dangerous game for them.	The new manoeuvre of the PSPV can only benefit them.	111	332	newspaper	contradiction	-	-	-	-			
es	neutral					The PSPV is entering a dangerous game for them.	The PSPV will win the elections.	111	333	newspaper	neutral	-	-	-	-			
es	contradiction					Athletes, coaches, referees, managers, representatives ... have appeared in one way or another involved.	No management has been involved.	112	334	newspaper	contradiction	-	-	-	-			
es	neutral					Athletes, coaches, referees, managers, representatives ... have appeared in one way or another involved.	Most of those involved are arbitrators.	112	335	newspaper	neutral	-	-	-	-			
es	entailment					Athletes, coaches, referees, managers, representatives ... have appeared in one way or another involved.	People from different backgrounds have been involved.	112	336	newspaper	entailment	-	-	-	-			
es	neutral					Negotiations to form a government of national unity in the NPA were suspended following this latest wave of violence.	The latest wave of violence left more than a hundred injured.	113	337	newspaper	neutral	-	-	-	-			
es	contradiction					Negotiations to form a government of national unity in the NPA were suspended following this latest wave of violence.	Negotiations are progressing successfully.	113	338	newspaper	contradiction	-	-	-	-			
es	entailment					Negotiations to form a government of national unity in the NPA were suspended following this latest wave of violence.	Continuous pass without government.	113	339	newspaper	entailment	-	-	-	-			
es	neutral					Now he wants to propose, swimming pools and slides, and "pa" when January arrives we will tremble like flans.	The proposals it makes are of interest to us.	114	340	newspaper	neutral	-	-	-	-			
es	contradiction					Now he wants to propose, swimming pools and slides, and "pa" when January arrives we will tremble like flans.	It does not want to propose swimming pools and slides.	114	341	newspaper	contradiction	-	-	-	-			
es	entailment					Now he wants to propose, swimming pools and slides, and "pa" when January arrives we will tremble like flans.	In January we will tremble like flans.	114	342	newspaper	entailment	-	-	-	-			
es	neutral					In addition, the Treasury has made 765,057 refunds in the amount of 525.2 million, which represents an increase in the amount of 88.8% and 56.8% in number over the same period last year.	The returns of the treasury grow as the economy develops.	115	343	newspaper	neutral	-	-	-	-			
es	contradiction					In addition, the Treasury has made 765,057 refunds in the amount of 525.2 million, which represents an increase in the amount of 88.8% and 56.8% in number over the same period last year.	The amount returned for doing has decreased from the previous year.	115	344	newspaper	contradiction	-	-	-	-			
es	entailment					In addition, the Treasury has made 765,057 refunds in the amount of 525.2 million, which represents an increase in the amount of 88.8% and 56.8% in number over the same period last year.	Hacienda has returned more money than the previous year.	115	345	newspaper	entailment	-	-	-	-			
es	contradiction					For this little girl, making a body disappear must be like losing a pair of glasses.	For man to make the corpse disappear will have been a torture.	116	346	newspaper	contradiction	-	-	-	-			
es	entailment					For this little girl, making a body disappear must be like losing a pair of glasses.	That guy has gotten rid of a corpse.	116	347	newspaper	entailment	-	-	-	-			
es	neutral					For this little girl, making a body disappear must be like losing a pair of glasses.	The little girl has glasses.	116	348	newspaper	neutral	-	-	-	-			
es	contradiction					The inevitable face of Bruce Willis is once again the image of the destruction, explosions and black humour characteristic of the saga.	Bruce Willis does not appear in this saga	117	349	newspaper	contradiction	-	-	-	-			
es	entailment					The inevitable face of Bruce Willis is once again the image of the destruction, explosions and black humour characteristic of the saga.	Bruce Willis repeats in this saga	117	350	newspaper	entailment	-	-	-	-			
es	neutral					The inevitable face of Bruce Willis is once again the image of the destruction, explosions and black humour characteristic of the saga.	Bruce Willis will charge a million dollars for each film	117	351	newspaper	neutral	-	-	-	-			
es	neutral					The Bulgarians to enter the EU had to divest themselves of 4 nuclear reactors that provided them with profits selling electricity to their Balkan neighbors.Now they shit on their mother for such a silly business.They kissed the frog but it did not become a prince.	Bulgaria is already part of the European Union.	118	352	newspaper	neutral	-	-	-	-			
es	entailment					The Bulgarians to enter the EU had to divest themselves of 4 nuclear reactors that provided them with profits selling electricity to their Balkan neighbors.Now they shit on their mother for such a silly business.They kissed the frog but it did not become a prince.	Bulgaria has divested itself of several nuclear reactors.	118	353	newspaper	entailment	-	-	-	-			
es	contradiction					The Bulgarians to enter the EU had to divest themselves of 4 nuclear reactors that provided them with profits selling electricity to their Balkan neighbors.Now they shit on their mother for such a silly business.They kissed the frog but it did not become a prince.	Bulgaria kept its nuclear reactors running.	118	354	newspaper	contradiction	-	-	-	-			
es	neutral					For Rafaeli, the experience has been an "adventure".	Rafaeli is a sportsman	119	355	newspaper	neutral	-	-	-	-			
es	contradiction					For Rafaeli, the experience has been an "adventure".	The experience has turned out to be dull	119	356	newspaper	contradiction	-	-	-	-			
es	entailment					For Rafaeli, the experience has been an "adventure".	Rafaeli has lived an adventure	119	357	newspaper	entailment	-	-	-	-			
es	entailment					Everything about Michael Jackson is great, and so will be his farewell.	The farewell to Michael Jackson will be celebrated in style.	120	358	newspaper	entailment	-	-	-	-			
es	contradiction					Everything about Michael Jackson is great, and so will be his farewell.	The farewell to Michael Jackson will go unnoticed.	120	359	newspaper	contradiction	-	-	-	-			
es	neutral					Everything about Michael Jackson is great, and so will be his farewell.	Michael Jackson will be dismissed shortly.	120	360	newspaper	neutral	-	-	-	-			
es	entailment					A treatment should propose measures to help the family and the child.	Treatment needs to propose measures to help the family	121	361	newspaper	entailment	-	-	-	-			
es	contradiction					A treatment should propose measures to help the family and the child.	It is not essential that treatment include measures to help the family	121	362	newspaper	contradiction	-	-	-	-			
es	neutral					A treatment should propose measures to help the family and the child.	The aid must be primarily psychological	121	363	newspaper	neutral	-	-	-	-			
es	neutral					The premier Internet search engine can create a challenge for wireless service providers like Sprint and Verizon, as well as for smartphone makers like Apple.	The premier Internet search engine can create a challenge for wireless service providers for its resounding success.	122	364	newspaper	neutral	-	-	-	-			
es	contradiction					The premier Internet search engine can create a challenge for wireless service providers like Sprint and Verizon, as well as for smartphone makers like Apple.	There is no way to challenge smartphone makers like Apple.	122	365	newspaper	contradiction	-	-	-	-			
es	entailment					The premier Internet search engine can create a challenge for wireless service providers like Sprint and Verizon, as well as for smartphone makers like Apple.	Wireless service providers and smartphone manufacturers may have a new challenge.	122	366	newspaper	entailment	-	-	-	-			
es	entailment					Fdo A Christian who believes in God but not in the church because of his actions.	Fdo A Christian person but who does not have confidence in the Church.	123	367	newspaper	entailment	-	-	-	-			
es	neutral					Fdo A Christian who believes in God but not in the church because of his actions.	Fdo A believer but not a practitioner.	123	368	newspaper	neutral	-	-	-	-			
es	contradiction					Fdo A Christian who believes in God but not in the church because of his actions.	Fdo An Atheist Person	123	369	newspaper	contradiction	-	-	-	-			
es	neutral					In Madrid and Catalonia they will have to pay 100 euros more a month.	Expenses rise in Madrid and Catalonia due to tourism.	124	370	newspaper	neutral	-	-	-	-			
es	contradiction					In Madrid and Catalonia they will have to pay 100 euros more a month.	Payments in Madrid and Catalonia will be lower now.	124	371	newspaper	contradiction	-	-	-	-			
es	entailment					In Madrid and Catalonia they will have to pay 100 euros more a month.	In Madrid and Catalonia they will pay more than before.	124	372	newspaper	entailment	-	-	-	-			
es	neutral					The Supreme Court of the state of New Jersey (USA) ruled on Wednesday that homosexual couples have the same rights as heterosexual couples, but left it to state legislators to create a law on such unions.	State legislators will create a law to regulate same sex marriages.	125	373	newspaper	neutral	-	-	-	-			
es	contradiction					The Supreme Court of the state of New Jersey (USA) ruled on Wednesday that homosexual couples have the same rights as heterosexual couples, but left it to state legislators to create a law on such unions.	The Supreme Court of the state of New Jersey (USA) did not recognize that homosexual couples have the same rights as heterosexual couples.	125	374	newspaper	contradiction	-	-	-	-			
es	entailment					The Supreme Court of the state of New Jersey (USA) ruled on Wednesday that homosexual couples have the same rights as heterosexual couples, but left it to state legislators to create a law on such unions.	Although the Supreme Court of the state of New Jersey (USA) ruled that homosexual couples have the same rights as heterosexual couples, the creation of a new law depends on state legislators.	125	375	newspaper	entailment	-	-	-	-			
es	contradiction					Valderas, accompanied by members of the coalition, among whom was the parliamentary spokeswoman of the IU, Concha Caballero, visibly affected, told the journalists that "no one can question this Statute, among other things, because the 'no' has been roundly defeated."	Valderas made the statements himself	126	376	newspaper	contradiction	-	-	-	-			
es	neutral					Valderas, accompanied by members of the coalition, among whom was the parliamentary spokeswoman of the IU, Concha Caballero, visibly affected, told the journalists that "no one can question this Statute, among other things, because the 'no' has been roundly defeated."	The PRI believed Valderas	126	377	newspaper	neutral	-	-	-	-			
es	entailment					Valderas, accompanied by members of the coalition, among whom was the parliamentary spokeswoman of the IU, Concha Caballero, visibly affected, told the journalists that "no one can question this Statute, among other things, because the 'no' has been roundly defeated."	Valderas made the statements accompanied by members of the coalition	126	378	newspaper	entailment	-	-	-	-			
es	contradiction					The probability of total impact is one in a thousand.	The probability of impact is a hundred in a thousand	127	379	newspaper	contradiction	-	-	-	-			
es	entailment					The probability of total impact is one in a thousand.	The probability of total impact is being analysed	127	380	newspaper	entailment	-	-	-	-			
es	neutral					The probability of total impact is one in a thousand.	Facilitates the percentage of the total impact	127	381	newspaper	neutral	-	-	-	-			
es	entailment					Inform yourself, become a little cultured and you will come to the conclusions that a server reached a long time ago.	If you become informed and educated you will come to the conclusions I came to long ago.	128	382	newspaper	entailment	-	-	-	-			
es	neutral					Inform yourself, become a little cultured and you will come to the conclusions that a server reached a long time ago.	To arrive at valid conclusions, it is more important to be informed of current events than to read classic texts.	128	383	newspaper	neutral	-	-	-	-			
es	contradiction					Inform yourself, become a little cultured and you will come to the conclusions that a server reached a long time ago.	If you are informed and cultivated, you will never reach the conclusions I reached long ago.	128	384	newspaper	contradiction	-	-	-	-			
es	neutral					I'm great with her, but I can't touch her clitoris because she says it hurts.	I have very long nails.	129	385	newspaper	neutral	-	-	-	-			
es	contradiction					I'm great with her, but I can't touch her clitoris because she says it hurts.	I have never tried to have sex with her.	129	386	newspaper	contradiction	-	-	-	-			
es	entailment					I'm great with her, but I can't touch her clitoris because she says it hurts.	Sex doesn't matter to me.	129	387	newspaper	entailment	-	-	-	-			
es	neutral					Numerous neighbors have approached the administration to toast.	Each had a tenth of the lottery jackpot.	130	388	newspaper	neutral	-	-	-	-			
es	contradiction					Numerous neighbors have approached the administration to toast.	No neighbour has won the lottery.	130	389	newspaper	contradiction	-	-	-	-			
es	entailment					Numerous neighbors have approached the administration to toast.	The neighbors are happy.	130	390	newspaper	entailment	-	-	-	-			
es	contradiction					Queen Elizabeth II's biannual list recognises achievements in all areas of British life, from the rich and famous to social workers.	Queen Elizabeth II’s biannual list only recognises achievements in the world of British music	131	391	newspaper	contradiction	-	-	-	-			
es	entailment					Queen Elizabeth II's biannual list recognises achievements in all areas of British life, from the rich and famous to social workers.	Queen Elizabeth II’s list of all kinds of achievements in the UK is made every two years	131	392	newspaper	entailment	-	-	-	-			
es	neutral					Queen Elizabeth II's biannual list recognises achievements in all areas of British life, from the rich and famous to social workers.	There are other annual and semi-annual Elizabeth II lists that also recognize achievements, but are less prestigious	131	393	newspaper	neutral	-	-	-	-			
es	contradiction					The decline is due to "an austerity effort" by the government.	The government has not taken any austerity measures.	132	394	newspaper	contradiction	-	-	-	-			
es	neutral					The decline is due to "an austerity effort" by the government.	The decline will only affect large companies.	132	395	newspaper	neutral	-	-	-	-			
es	entailment					The decline is due to "an austerity effort" by the government.	The Government is making cuts.	132	396	newspaper	entailment	-	-	-	-			
es	contradiction					He has the best defense, with Duck Abbondanzieri in goal, and can hardly be blamed for anything negative.	The faults are numerous.	133	397	newspaper	contradiction	-	-	-	-			
es	entailment					He has the best defense, with Duck Abbondanzieri in goal, and can hardly be blamed for anything negative.	Duck Abbondanzieri plays as goalkeeper.	133	398	newspaper	entailment	-	-	-	-			
es	neutral					He has the best defense, with Duck Abbondanzieri in goal, and can hardly be blamed for anything negative.	A good defense is essential to be champions.	133	399	newspaper	neutral	-	-	-	-			
es	neutral					'Meeting with sharks' is aimed at divers with a valid certificate, over 18 years of age, who accredit a minimum of ten dives.	In 'Meeting with Sharks' the diver meets sharks.	134	400	newspaper	neutral	-	-	-	-			
es	contradiction					'Meeting with sharks' is aimed at divers with a valid certificate, over 18 years of age, who accredit a minimum of ten dives.	'Meeting with sharks' is suitable for all types of divers.	134	401	newspaper	contradiction	-	-	-	-			
es	entailment					'Meeting with sharks' is aimed at divers with a valid certificate, over 18 years of age, who accredit a minimum of ten dives.	You have to know how to dive to access 'Meeting with sharks'.	134	402	newspaper	entailment	-	-	-	-			
es	contradiction					Therefore, he reiterated that if he is elected mayor again in 2007, there will be no more major works in the capital.	There will be no municipal elections in 2007	135	403	newspaper	contradiction	-	-	-	-			
es	entailment					Therefore, he reiterated that if he is elected mayor again in 2007, there will be no more major works in the capital.	He said that if he is re-elected as mayor, no more major works will be carried out in the capital.	135	404	newspaper	entailment	-	-	-	-			
es	neutral					Therefore, he reiterated that if he is elected mayor again in 2007, there will be no more major works in the capital.	If re-elected, it will be his third term as mayor.	135	405	newspaper	neutral	-	-	-	-			
es	entailment					Real Madrid bid farewell to their fans in their last match in the Santiago Bernabéu stadium of a season without titles, taking on a Real Mallorca with nothing at stake for both teams, just pride, which in the case of the madridistas is enough after a season end to forget.	Real Madrid have finished the season without titles	136	406	newspaper	entailment	-	-	-	-			
es	neutral					Real Madrid bid farewell to their fans in their last match in the Santiago Bernabéu stadium of a season without titles, taking on a Real Mallorca with nothing at stake for both teams, just pride, which in the case of the madridistas is enough after a season end to forget.	Barcelona have won all the titles of the season	136	407	newspaper	neutral	-	-	-	-			
es	contradiction					Real Madrid bid farewell to their fans in their last match in the Santiago Bernabéu stadium of a season without titles, taking on a Real Mallorca with nothing at stake for both teams, just pride, which in the case of the madridistas is enough after a season end to forget.	Real Mallorca play the permanence in the match against Real Madrid	136	408	newspaper	contradiction	-	-	-	-			
es	entailment					And you go to another operator and it's the same thing... we're a bunch of kids for all the communication companies!	I have a contract with a telecommunications company.	137	409	newspaper	entailment	-	-	-	-			
es	contradiction					And you go to another operator and it's the same thing... we're a bunch of kids for all the communication companies!	By changing operators you can get a fair deal from the company.	137	410	newspaper	contradiction	-	-	-	-			
es	neutral					And you go to another operator and it's the same thing... we're a bunch of kids for all the communication companies!	I have already changed operator before.	137	411	newspaper	neutral	-	-	-	-			
es	entailment					1/12: The Fabirol Orchestra "Four Fabiroles".	"Four fabiroles" make up the Fabirol orchestra.	138	412	newspaper	entailment	-	-	-	-			
es	neutral					1/12: The Fabirol Orchestra "Four Fabiroles".	The orchestra will give a concert at the Kursaal in San Sebastian.	138	413	newspaper	neutral	-	-	-	-			
es	contradiction					1/12: The Fabirol Orchestra "Four Fabiroles".	The Orchestra will not give concerts.	138	414	newspaper	contradiction	-	-	-	-			
es	entailment					I wish you luck in such a delicate game.	It is a delicate party.	139	415	newspaper	entailment	-	-	-	-			
es	neutral					I wish you luck in such a delicate game.	I would like you not to go to that delicate party.	139	416	newspaper	neutral	-	-	-	-			
es	contradiction					I wish you luck in such a delicate game.	I hope it fails in the party.	139	417	newspaper	contradiction	-	-	-	-			
es	contradiction					Wow, by the way, I'm the truth, the first doesn't last long, but the second and following goes the better thing.	The first lasted longer than the rest.	140	418	newspaper	contradiction	-	-	-	-			
es	neutral					Wow, by the way, I'm the truth, the first doesn't last long, but the second and following goes the better thing.	The second last the hardest.	140	419	newspaper	neutral	-	-	-	-			
es	entailment					Wow, by the way, I'm the truth, the first doesn't last long, but the second and following goes the better thing.	The second lasted longer than the first.	140	420	newspaper	entailment	-	-	-	-			
es	contradiction					The series of one and three, the best.	There are no sets in the three.	141	421	newspaper	contradiction	-	-	-	-			
es	entailment					The series of one and three, the best.	The series of the one are good.	141	422	newspaper	entailment	-	-	-	-			
es	neutral					The series of one and three, the best.	The series of the three is dubbed in Basque.	141	423	newspaper	neutral	-	-	-	-			
es	entailment					According to the PTP association.	The PTP association has filed a complaint.	142	424	newspaper	entailment	-	-	-	-			
es	contradiction					According to the PTP association.	PTP has made no complaints.	142	425	newspaper	contradiction	-	-	-	-			
es	neutral					According to the PTP association.	The PTP association has many affiliates.	142	426	newspaper	neutral	-	-	-	-			
es	contradiction					Woe to far fewer animals, far fewer plants in the forests around me, which I visit from time to time, before were full of moss and now APENAS look mossy.	You see more and more moss in the forests around me.	143	427	newspaper	contradiction	-	-	-	-			
es	neutral					Woe to far fewer animals, far fewer plants in the forests around me, which I visit from time to time, before were full of moss and now APENAS look mossy.	Climate change is responsible for fewer plants and animals in forests.	143	428	newspaper	neutral	-	-	-	-			
es	entailment					Woe to far fewer animals, far fewer plants in the forests around me, which I visit from time to time, before were full of moss and now APENAS look mossy.	The forests around me are in decline.	143	429	newspaper	entailment	-	-	-	-			
es	neutral					Two goals of the Cameroonian striker gave the players the cup title.	The Cameroonian took a penalty.	144	430	newspaper	neutral	-	-	-	-			
es	entailment					Two goals of the Cameroonian striker gave the players the cup title.	Inter won the cup.	144	431	newspaper	entailment	-	-	-	-			
es	contradiction					Two goals of the Cameroonian striker gave the players the cup title.	The Inter lost	144	432	newspaper	contradiction	-	-	-	-			
es	contradiction					In most European markets it is normal for there to be between 15 and 20 such companies.	In the European markets there are 100 companies of this type	145	433	newspaper	contradiction	-	-	-	-			
es	neutral					In most European markets it is normal for there to be between 15 and 20 such companies.	European markets are expensive	145	434	newspaper	neutral	-	-	-	-			
es	entailment					In most European markets it is normal for there to be between 15 and 20 such companies.	The European markets have around 20 companies of this type	145	435	newspaper	entailment	-	-	-	-			
es	neutral					They belong to the municipality of Santa Catarina, in Nuevo León, and constitute almost half of the number of troops in the corps.	Most of the members of the body are male.	146	436	newspaper	neutral	-	-	-	-			
es	entailment					They belong to the municipality of Santa Catarina, in Nuevo León, and constitute almost half of the number of troops in the corps.	Nearly half of the members of the corps are from Nuevo Leon.	146	437	newspaper	entailment	-	-	-	-			
es	contradiction					They belong to the municipality of Santa Catarina, in Nuevo León, and constitute almost half of the number of troops in the corps.	There is no member of Santa Catarina among the members of the corps.	146	438	newspaper	contradiction	-	-	-	-			
es	neutral					Since the adoption of the anti-smoking law on 1 January, the debate on the cigarette pause has generated much controversy.	Workers must sign up to smoke a cigarette.	147	439	newspaper	neutral	-	-	-	-			
es	entailment					Since the adoption of the anti-smoking law on 1 January, the debate on the cigarette pause has generated much controversy.	on 1 January the anti-smoking law was passed.	147	440	newspaper	entailment	-	-	-	-			
es	contradiction					Since the adoption of the anti-smoking law on 1 January, the debate on the cigarette pause has generated much controversy.	The passage of the anti-smoking law has been accepted by all and has not caused any controversy.	147	441	newspaper	contradiction	-	-	-	-			
es	contradiction					This grandfather lives in the Middle Ages. hajajajajajaja.	Grandpa lives in the present	148	442	newspaper	contradiction	-	-	-	-			
es	neutral					This grandfather lives in the Middle Ages. hajajajajajaja.	Grandpa is over 90 years old	148	443	newspaper	neutral	-	-	-	-			
es	entailment					This grandfather lives in the Middle Ages. hajajajajajaja.	Grandpa lives in the past	148	444	newspaper	entailment	-	-	-	-			
es	entailment					And then he says that he has a flat of his property for rent, from which he has to get a good amount of money a month (the rents are not exactly cheap), apart from the slippers of the computers and what he is paid on the football team.	It has more than one source of income.	149	445	newspaper	entailment	-	-	-	-			
es	contradiction					And then he says that he has a flat of his property for rent, from which he has to get a good amount of money a month (the rents are not exactly cheap), apart from the slippers of the computers and what he is paid on the football team.	The rental price is very cheap.	149	446	newspaper	contradiction	-	-	-	-			
es	neutral					And then he says that he has a flat of his property for rent, from which he has to get a good amount of money a month (the rents are not exactly cheap), apart from the slippers of the computers and what he is paid on the football team.	Its biggest source of income comes from the football team.	149	447	newspaper	neutral	-	-	-	-			
es	entailment					"We are legitimated to continue in office," Laporta said at the time.	Laporta feels entitled to remain in office	150	448	newspaper	entailment	-	-	-	-			
es	neutral					"We are legitimated to continue in office," Laporta said at the time.	Theport is from Tarragona	150	449	newspaper	neutral	-	-	-	-			
es	contradiction					"We are legitimated to continue in office," Laporta said at the time.	Laporta said they did not feel entitled to remain in office	150	450	newspaper	contradiction	-	-	-	-			
es	neutral					Alicia González, Teresa Urroz and the ever-child Roger Pera are its protagonists.	Teresa Urroz is a Catalan actress.	151	451	newspaper	neutral	-	-	-	-			
es	contradiction					Alicia González, Teresa Urroz and the ever-child Roger Pera are its protagonists.	Roger Pear is not one of the protagonists.	151	452	newspaper	contradiction	-	-	-	-			
es	entailment					Alicia González, Teresa Urroz and the ever-child Roger Pera are its protagonists.	Alicia González is one of the protagonists.	151	453	newspaper	entailment	-	-	-	-			
es	contradiction					You do not seem more educated than I in these matters, especially when you intend to blame the 11-m attack on Aznar for his consent (not participating) with the war in Iraq, when the attack was planned and carried out by the Moroccans who have nothing to do with Iraq, Even the Moorish King, was on the side of Bush.	The logical thing is to blame Aznar for the 9/11 attack because his consent to the war in Iraq was decisive.	152	454	newspaper	contradiction	-	-	-	-			
es	neutral					You do not seem more educated than I in these matters, especially when you intend to blame the 11-m attack on Aznar for his consent (not participating) with the war in Iraq, when the attack was planned and carried out by the Moroccans who have nothing to do with Iraq, Even the Moorish King, was on the side of Bush.	Had Aznar not consented to the war in Iraq, the 9/11 attack would also have occurred.	152	455	newspaper	neutral	-	-	-	-			
es	entailment					You do not seem more educated than I in these matters, especially when you intend to blame the 11-m attack on Aznar for his consent (not participating) with the war in Iraq, when the attack was planned and carried out by the Moroccans who have nothing to do with Iraq, Even the Moorish King, was on the side of Bush.	Those who blame the 11-m attack on Aznar are no longer educated, because they do not take into account that the attack was planned and carried out by the Moroccans who have nothing to do with Iraq.	152	456	newspaper	entailment	-	-	-	-			
es	neutral					The prelate called for the collaboration of priests as a symbol towards people suffering from difficulties due to the economic crisis.	The prelate asked the priests for collaboration.	153	457	newspaper	neutral	-	-	-	-			
es	contradiction					The prelate called for the collaboration of priests as a symbol towards people suffering from difficulties due to the economic crisis.	He asked not to help those disadvantaged by the economic crisis.	153	458	newspaper	contradiction	-	-	-	-			
es	entailment					The prelate called for the collaboration of priests as a symbol towards people suffering from difficulties due to the economic crisis.	Priests help the most disadvantaged people.	153	459	newspaper	entailment	-	-	-	-			
es	entailment					The empress, wife of Emperor Akihito and who has suffered from mild gastritis for two years, has had ulcers in her mouth and has bled several times from her nose.	The empress is sick.	154	460	newspaper	entailment	-	-	-	-			
es	neutral					The empress, wife of Emperor Akihito and who has suffered from mild gastritis for two years, has had ulcers in her mouth and has bled several times from her nose.	The empress is happily married.	154	461	newspaper	neutral	-	-	-	-			
es	contradiction					The empress, wife of Emperor Akihito and who has suffered from mild gastritis for two years, has had ulcers in her mouth and has bled several times from her nose.	The empress is in full health.	154	462	newspaper	contradiction	-	-	-	-			
es	entailment					Forty per cent of boys between the ages of 15 and 24 have unprotected sex.	Not all young people have unprotected sex.	155	463	newspaper	entailment	-	-	-	-			
es	neutral					Forty per cent of boys between the ages of 15 and 24 have unprotected sex.	Forty per cent of boys aged 15-24 get venereal diseases.	155	464	newspaper	neutral	-	-	-	-			
es	contradiction					Forty per cent of boys between the ages of 15 and 24 have unprotected sex.	All young people have sex with protection.	155	465	newspaper	contradiction	-	-	-	-			
es	neutral					Students can learn how to speak in public, how to create websites or first aid and rescue techniques.	Most students choose to learn how to create web pages.	156	466	newspaper	neutral	-	-	-	-			
es	entailment					Students can learn how to speak in public, how to create websites or first aid and rescue techniques.	Students can learn various subjects.	156	467	newspaper	entailment	-	-	-	-			
es	contradiction					Students can learn how to speak in public, how to create websites or first aid and rescue techniques.	Students cannot learn to speak in public.	156	468	newspaper	contradiction	-	-	-	-			
